,Product
12268,CC(C)[C@H](NC(=O)COc1cccc2ccccc12)C(=O)NC(CC(=O)OC(C)(C)C)C(=O)CF
12269,CCSCC(O)(C(Nc1cccc2nc(C)ccc12)c1ccc(Cl)c(O)c1F)C(F)(F)F
12270,CCCCCCCC/C=C\CCCCCCCC(=O)OCCNCCOC(=O)CCCCCCC/C=C\CCCCCCCC
12271,CC(C)(C)OC(=O)c1ccccc1CN1CN(c2ccccc2)C2(CCNCC2)C1=O
12272,CC1(C)Oc2c(c(C(c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c(c2SC(=O)C(C)(C)C)OC(C)(C)O3)O1
12273,CCOC(=O)C1=C(CBr)NC(c2ncns2)=NC1c1ccc(F)cc1Br
12274,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc(C(C)(O)C3CCNC3)s2)c1
12275,C[C@H](N)c1nc2ccn(C)c2cc1N(C)C1CN(C(=O)OC(C)(C)C)C1
12276,CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C4OC(=O)c5ccccc54)CC3)cc21
12277,CC(C)=CCCC(C)=CC(C)O
12278,OC[C@@H]1O[C@@H]1c1ccc(Cl)cc1
12279,CC(O)c1oc(=O)c2ccccc2c1-c1ccccn1
12280,CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1
12281,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)C)c[n+]1[O-]
12282,CC(C)(C)OC(=O)NCCOS(C)(=O)=O
12283,CC1(C)CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cn3)ccc21
12284,COCCOc1nc(N)c2nc(O)n(Cc3ccc(F)cc3)c2n1
12285,Cc1nc(C(C)(C)C)ccc1/C=C/C(=O)Nc1ccc2cc[nH]c2c1
12286,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1nc(-c2ccccc2)cs1
12287,Cc1[nH]c(C=NN=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCCCCCCC(=O)Nc1ccccc1N
12288,Cc1c(-c2cccc(OCCN3CCOCC3)c2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12
12289,N#Cc1cnn(-c2ccc(Cl)cc2Cl)c1C(F)(F)F
12290,CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)C(COc2cccnc2)C1
12291,Cc1ncn(-c2cccc(Nc3ncnc4c(-c5cccs5)cccc34)c2)n1
12292,CC(c1oc2ccccc2c(=O)c1-c1cccc(F)c1)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21
12293,COc1cc(C)c(C(=O)c2c(OC)ncc(Cl)c2C)c(OC)c1OC
12294,CC(Oc1cc(-c2nn(C)c(C(F)(F)F)c2Cl)c(F)cc1Cl)C(=O)O
12295,CNC(=O)NC(=O)C(CC1CCCC1)c1ccc(Cl)c([N+](=O)[O-])c1
12296,CC(C)Oc1ccccc1[N+](=O)[O-]
12297,Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3CC(F)(F)C[C@@H]3[C@H]2CNC(=O)c2cnc3ccccn23)c1
12298,Cc1c(C(C)N(C)C(=O)C=Cc2cnc3c(c2)COCC(=O)N3)sc2ccccc12
12299,CC(C)OC(=O)N1CCC(CNc2ncc(-c3ccc(S(C)(=O)=O)cc3)cn2)CC1
12300,CCc1ccc(Br)cc1OCCCOC
12301,CC(C)(C)OC(=O)NC(CNC(=O)Cn1nc(-c2ccc(Cl)cc2)n(C2CC2)c1=O)c1ccccc1C(F)(F)F
12302,CS(=O)(=O)NCCOC[C@@H]1CC(c2ccc(Br)cn2)=NO1
12303,CCOC(=O)C(OCC)n1cccc(Nc2ccccc2)c1=O
12304,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)C(C)(C)CCC(=O)N3)ncc1Cl
12305,COCC1=C(C(=O)NCCCc2ccccc2)C(c2cccc(Cl)c2)NC(=O)N1
12306,O=C(OCCOCc1ccccc1)n1c(-c2cscn2)nc2ccccc21
12307,Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)C(C)C2
12308,CCOC(=O)c1c(OC)ccnc1Cl
12309,Cc1cc(C(N)=O)ccc1N=C1SC[C@H](CC(C)C)N1CC(C)C
12310,CC(C)c1nc(COCc2ccccc2)n(CC(C)(C)O)c1Sc1cc(Cl)cc(Cl)c1
12311,CCOC(=O)c1cc(Br)c(CBr)cc1OCC
12312,Ic1cccnc1SCc1ccccc1
12313,CS(=O)(=O)NC1(c2nc(NCc3ccccn3)c3c(-c4ccccc4)ccn3n2)CC1
12314,CCCCOc1cc(CCS(=O)(=O)NC(=O)OCC(C)(C)C)n(Cc2ccc(Cl)cc2Cl)n1
12315,COC(=O)c1cc(C2CC2)c2c(C)c(-c3ccc(O)c(F)c3)ccn2c1=O
12316,COC(=O)c1ccc(OCCNc2ccc(Cl)cc2)cc1
12317,O=C(Cc1c(Cl)cccc1Cl)NC[C@H]1O[C@@H](n2cc(CCCl)c(=O)[nH]c2=O)C[C@@H]1O
12318,CC(C)(C)OC(=O)N1CCC[C@H](Nc2ncc(C#N)c3sc(-c4ccc(N5CCN(S(C)(=O)=O)CC5)cc4)cc23)C1
12319,COCC(=O)N1CCC[C@@H](NC(=O)c2c[nH]c3c(-c4c(OCC5CC5)ccc5c4OCO5)ncnc23)C1
12320,OCc1cccn1NCc1ccncc1F
12321,CN(C(=O)OCc1ccccc1)[C@@H]1CCN(C2CCC2)C1
12322,O=CCCn1ncc2ccc(NC(=O)Cc3ccc(Oc4ccccc4)cc3)cc21
12323,CCOC(=O)c1cnc2c(c(C)nn2C)c1N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1
12324,CCc1nn(-c2ccccc2)c2cc(NC(=O)c3ccc4[nH]cnc4c3)ccc12
12325,CCOc1cc(C(C)(C)C)ncc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(=O)N2CCOCC2)CC1
12326,O=C(O)c1c(F)c(F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c(F)c1F
12327,CC(=O)Oc1ccc2c(C)c(CBr)c(=O)oc2c1C
12328,O=c1[nH]c2cc(F)c(F)cc2[nH]1
12329,CC(=O)N1CCN(c2ccc(NC(=O)Cc3ccc(B4OC(C)(C)C(C)(C)O4)cc3)nc2)CC1
12330,COc1ccc(CC(C)O)cc1OC
12331,COCC(C)(C)OC(=O)Oc1ccc([N+](=O)[O-])cc1
12332,Cc1c(SCCCn2ccnc2)ccnc1CSc1ccncc1
12333,CC[C@H]1CCN[C@@H]1C(=O)N[C@@H](CCSC)C(=O)OC(C)C
12334,O=CNCc1csc2cncn12
12335,COc1ncc(Br)cc1[C@]1(C)C[C@@H](C(F)(F)F)OC(NC(=O)OC(C)(C)C)=N1
12336,C[Si](C)(C)CCOCn1ccc(-c2ccc3c(N)c(Cl)ccc3n2)n1
12337,COC[C@H]1C(=O)N(Cc2ccc3c(N)ncnc3c2)[C@@H](C)CN1Cc1ccc2cc(Cl)ccc2c1
12338,Cc1c(C=C2C(=O)Nc3cccc(-c4cccc(F)c4F)c32)[nH]c2c1C(=O)N(CCN1CCOCC1)CCC2
12339,CC(=O)NCc1cc([N+](=O)[O-])ccc1OCC(N)=O
12340,Fc1ccc(-c2csc(NN=C3CCN(Cc4ccccc4)CC3)n2)cc1
12341,COc1cc(-c2cc3ncn(C)c3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)ccc1C#N
12342,CCOC([PH2]=O)(c1ccc(N)cc1)P(=O)(OCC)OCC
12343,Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(N3C[C@H](C)O[C@H](C)C3)cc2)cn1
12344,CC(C)CNc1ccc(F)cc1
12345,CC(O)CCNC(=O)c1cc2cc(C#N)ccc2n1Cc1cccc(OC(F)(F)F)c1
12346,CNC(C)c1ccc(S(=O)(=O)Nc2cc(Br)cnc2Cl)cc1
12347,CS(=O)(=O)c1ccc(Cl)c(C(=O)NCC(CC2CC2)c2ccc(C(F)(F)F)nc2)c1
12348,CNC(=O)c1ccc(N)c(Cl)c1
12349,OCCNCCCOCc1ccccc1
12350,CC(C)Oc1ccc(C(=O)NN)cc1
12351,CCOC(=O)C1=C(COCCCC(=O)OC)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
12352,COc1ccccc1NC(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4cn(COCC[Si](C)(C)C)cn4)sc23)c(F)c1
12353,COC1=NC(C)(c2cccc(NCc3cccc(Cl)c3)c2)COC1
12354,CCc1cc(C(=O)OC)c(=O)n(Cc2ccc(OC)cc2OC)c1-c1ccc2c(c1)cc(CCO)n2C
12355,O=C1CCCN1CCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
12356,CC(C)(C)c1c[nH]c(=O)c(N)c1
12357,CCOC(=O)CC(=O)NNC(=O)Nc1cccc(OC)c1
12358,CS(=O)(=O)OCCc1cccc2c1CCO2
12359,COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2ccccc2)cc1
12360,CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2c1cc(N)ncn1
12361,Cc1ccc(S(=O)(=O)N2CCCC2c2cccs2)cc1
12362,COC(OC)c1nc2c(cc1-n1cnc(C)n1)CCCN2
12363,CCOC(=O)c1ccc(CBr)c(F)c1
12364,CN1C(=O)N(CC(=O)CSCc2ccccc2)C(=O)C1(C)C
12365,COc1ccccc1COCCCOc1ccc([C@H]2CCN(C(=O)OC(C)(C)C)C[C@@H]2OCc2ccc3c(c2)N(CCNS(C)(=O)=O)CCC3)cc1
12366,CC1(C)COC2(CCC(O)(CCNC3(c4ccc(Br)cc4)CC3)CC2)OC1
12367,CS(=O)(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1
12368,CC(C)(C)OC(=O)n1c(-c2ccc(C=O)cn2)ccc1C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1
12369,CS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl
12370,COc1cc2c(-c3cc4c(Cl)ccnc4n3S(=O)(=O)c3ccc(C)cc3)cn(CCN3CCN(C)CC3)c2cc1OC
12371,CN(C)S(=O)(=O)C1CCN(C(=O)OCc2ccccc2)CC1
12372,CC1(C)OC(=O)N(c2ccc(-c3cc4ccncc4[nH]c3=O)cc2)[C@H]1c1ccccc1
12373,[N-]=[N+]=NCC1CN(c2ccc3c(c2)OCCCC3=O)C(=O)O1
12374,C=CCCCCn1c(=O)ccn(C)c1=O
12375,C[C@H](c1ccccc1)N1CCO[C@@H](c2ccc(NC3CCCCC3)cc2)C1
12376,CCCOc1ccc(-c2cc(C(C(=O)NC)n3cc4nc(-c5cccc(F)c5F)nc-4cn3)on2)c(C(F)(F)F)c1
12377,CC(C)(C)OC(=O)N[C@H]1CCN(c2ccc(F)nc2)C1
12378,COc1cc(C(=O)NCc2ccc(-c3noc(C)n3)cc2NCCN)cc(OC)c1C
12379,CS(=O)(=O)Cc1ccc(CO)cc1
12380,COc1ccc(Cn2nc(I)c3cc(Br)cnc32)cc1
12381,O=C(NC1(C(=O)O)CCCCC1)OCc1ccccc1
12382,CC(=O)Nc1nc(C)c(-c2ccc(S(=O)(=O)N3CCC4(CC3)OCCO4)s2)s1
12383,CC(C)(C)c1ccc2c(c1)CC(C1OCCO1)C2
12384,COC(c1ccc2ccccc2c1)c1c(C(=O)O)sc(N2CCOCC2)c1C#N
12385,Cc1ccc(C)n1-c1ncc(Br)nc1Br
12386,O=C(Nc1cccc2c(=O)cc(C(=O)O)oc12)c1ccc2oc(COCc3ccccc3)cc2c1
12387,COC(=O)c1ccc(C(O)CC(C)C)cc1
12388,O=C(c1ccccc1-n1cccn1)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2
12389,Clc1cnc2nc1Nc1cccc(c1)CCc1cc(ccn1)N2
12390,CCCCn1c(=O)c2[nH]c(NC(C)=O)nc2n(CCCC)c1=O
12391,CCOc1ccc(NC(=O)OC(C)C)cc1OCC
12392,CCC(CC)C(c1ccc(NC(=S)Nc2nc3ccccc3s2)cc1)n1ccnc1
12393,CCN(CC)c1ccc(NC(=O)c2cccc(C(=O)N(C)CCN(CCOC)CCOCCOCCOCCC(=O)O)c2)c(-c2ccc(C(=O)NCc3cccc(C(F)(F)F)c3)cn2)c1
12394,CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21
12395,CCC(CC)Nc1nc(SC)nc(Cl)c1C=O
12396,COC(=O)c1ccc2c(c1)Cc1cc(C)ccc1O2
12397,CCc1ccc(Br)cn1
12398,CN(CCN1CCC(=O)CC1)C(=O)OC(C)(C)C
12399,O=[N+]([O-])c1cccc(-c2csc3cnc(Nc4ccc(N5CCOCC5)nc4)nc23)c1
12400,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
12401,COC(=O)c1cccc(-c2ccc3c(=O)c(Cc4ccccc4)coc3c2)c1
12402,COC(=O)c1cc(OCCCCCCCCCCCCCCC(=O)OC(C)(C)C)cc(C(=O)OC)c1
12403,Cc1nc(Cc2ccccc2)cc(C(=O)O)c1OCCCN(C)C
12404,Fc1ccc(CC2CCC3(CC3)C23CO3)cc1
12405,Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1[N+](=O)[O-]
12406,CN([C@@H]1CC[C@H](Oc2cc(F)ccc2[N+](=O)[O-])CC1)S(C)(=O)=O
12407,Cc1c(C(=O)CSCc2ccc(Cl)cc2)sc2ccc(Cl)cc12
12408,COc1cc(-c2cc(NC(=O)CCC(=O)c3ccc4c(c3)CCO4)nc(-c3ccccc3)c2)ccc1O
12409,CCc1ccc2cccc(C(C)=O)c2c1
12410,Cc1ccccc1N(CCC(=O)O)C(=O)Cl
12411,c1ccc(COc2ccc(-c3c4c(nc5ccnn35)CCCC4)cc2)cc1
12412,CC(C)CC(C(=O)NC1CCc2ccccc2N(Cc2cccc(Oc3ccccc3F)c2)C1=O)C1(C(N)=O)CC=CC1
12413,Cc1cccc([N+](=O)[O-])c1Nc1ccc(Cc2ccccc2)cc1
12414,CCCS(=O)(=O)N(Cc1ccccc1)c1ccc(F)c(NC(=O)c2cn(C)c3c(Cl)ncnc23)c1F
12415,COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(-c5c(C)cc(OCC(C)(C)O)cc5C)ccc(F)c43)ccc21
12416,C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2Cl)CC1
12417,N#Cc1cc(Br)cc(Oc2c(Cl)ccc(CBr)c2F)c1
12418,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc2ncccc2c1
12419,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C(F)(F)F)nc3)ncc2Cl)CC1
12420,CON(C)C(=O)c1cccc2ccccc12
12421,N#CSCC(=O)c1ccc(Br)cc1F
12422,CC(C)(C)OC(=O)N1CCN(Cc2cccc(Oc3ncccn3)c2)CC1
12423,Cc1cc(NC(=O)OC(C)(C)C)nc(C)c1CNC(=O)c1cnn(Cc2ccc3ccc(Cl)cc3n2)c1
12424,O=C(C1Cc2ccccc2N1c1ncccn1)N1CCCC1
12425,CC(C)(C)OC(=O)N1C[C@@H](CCc2c(F)cncc2NC(=O)[C@@H](N=[N+]=[N-])[C@@H](c2ccc(F)cc2)c2cc(F)cc(F)c2)OC[C@@H]1COC(=O)NCC(F)(F)F
12426,O=C(c1cc(Br)c(O)c(Br)c1)N1CCOc2ncccc21
12427,Fc1ccc(Br)cc1COCCCCCCl
12428,COc1cc(NCCCCCCO)c2nccc(C)c2c1
12429,O=C(c1ccccc1Cl)c1cc(Cl)ccc1-n1ccnc1CN1C(=O)c2ccccc2C1=O
12430,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F
12431,COc1cc(Br)ccc1N1CCN(C)CC1
12432,CCOC(=O)Cc1ccc(NC(=O)/C=C/c2cnn(C)c2-c2ccc(F)cc2)cc1
12433,CCOC(=O)c1cc(-c2cccc(N)c2)no1
12434,CCOC(=O)c1cnc(N2CCN(C(=O)Nc3ccccc3)CC2)c(Br)c1
12435,COc1cccc(N)c1C#N
12436,N#Cc1ccc(C(=O)N(Cc2ccccc2)[C@@H](COc2cccc(C#N)c2)CC(=O)OCc2ccccc2)cc1
12437,CN(C)CCCNCC(=O)Nc1n[nH]c2cc(Cl)ccc12
12438,Cc1c(C(=O)O)oc2c(C(=O)c3ccc(Cl)cc3)cc(C(C)(C)C)c(O)c12
12439,CSc1ccc(OC(F)(F)F)cc1-c1nc2cc(F)cc(F)c2c(Cl)c1C
12440,Nc1nc(CCCc2cn(CCc3ccsc3)nn2)c[nH]1
12441,CN(C)CC(=O)N1CCCc2ccc([N+](=O)[O-])cc21
12442,O=C(Cn1nnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)Nc1cccnc1
12443,COC(=O)[C@H](Cc1cnc([Si](C(C)C)(C(C)C)C(C)C)s1)C(=O)OC(C)(C)C
12444,OCc1cc(-c2ccccc2)on1
12445,COc1cccc2c1CCC(N(C)C)C2
12446,Cc1nc(-c2ccc(C(F)(F)F)cc2)n(CC(C)C)c1CN1CCN(C(c2ccccc2)c2ccccc2)CC1
12447,COc1ccc(COc2cc(OCCc3nc(-c4ccccc4)oc3C)ccc2C=O)cc1
12448,CN(C)Nc1cc(F)ccc1[N+](=O)[O-]
12449,C[C@@H](N)C(=O)N1CC(F)(F)C1
12450,CC(C)(C)OC(=O)Nc1ccc2c(ccn2-c2ccc([N+](=O)[O-])cc2F)c1
12451,O=C1C(c2cc3c(cc2O)OCCO3)c2c(F)cccc2N1C(c1ccccc1)c1ccccc1
12452,COc1cc(CNc2ncc(I)cc2N)ccc1OCc1ccc(C)nc1
12453,CCOC1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4c(C)[nH]c(C)c34)c2)CC1
12454,CCN(C(=O)OCc1ccccc1)[C@H](Cc1ccccc1)C(=O)O
12455,C=CCN(CC(=C)C)S(=O)(=O)c1ccc(C)cc1
12456,COc1ccc(-c2ccc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N[C@@H]4CN5CCC4CC5)c3c2)cc1
12457,CC(C)(C)OC(=O)N1CCC(Nc2ccc(C#N)cn2)CC1
12458,NC(=S)NNC(=O)COc1ccccc1Cl
12459,CC(C)(C)OC(=O)N1CCNC[C@H]1CCO
12460,CC(C)CC(OCc1ccc(Br)cc1)C(=O)NCC#N
12461,Cc1cc(Nc2ncc(F)c3nn(-c4c(Cl)cc(CO)cc4Cl)cc23)ncn1
12462,COC(=O)Cc1cc(Cl)c(Oc2ccc(NC(=O)CC(C)C)c(Br)c2)c(Cl)c1
12463,O=C(O)c1nc(CC2(c3cccc(Cl)c3)CCCC2)nc(O)c1OCc1ccccc1
12464,CC(C)(C)N(NC(=O)c1cncc(Br)c1)C(=O)c1ccc(Cl)cc1
12465,CC(C)N1CCN(c2ccc([N+](=O)[O-])cc2OC(F)F)CC1
12466,CC(=O)OCOC(=O)Cc1oc2cccc-2cc1-c1ccccc1
12467,COc1ccc(Nc2ncc(C=O)cc2-c2nc(C)nc3c2ncn3C2CCCCO2)cn1
12468,CC(=O)Oc1cccc(C(=O)c2c[nH]c3ncc(Br)cc23)c1C
12469,COc1nc2ccc(Br)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1
12470,Cc1nn(-c2c(F)cccc2C#N)cc1C=O
12471,C[C@@H](Oc1cc(-n2cnc3cnc(CO)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
12472,Cc1c(-c2csc(C=O)c2)sc2c(N3CCOCC3)nc(Cl)nc12
12473,O=C(OCc1ccccc1)N1CCC(CNc2cnccn2)CC1
12474,O=c1cc(O)c(=O)[nH]c2c1CCCC2
12475,O=C(Cc1ccsc1)NCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
12476,COc1cccc(C=C2Oc3cc(OC(=O)c4ccccc4)ccc3C2=O)c1
12477,CC(C)(C)OC(=O)NCc1ccc(-c2nc3ccnc(N)c3cc2-c2ccccc2)cc1
12478,N#Cc1ccccc1CNc1ccc2c(=O)[nH]c3ncccc3c2c1
12479,Nc1ccnc(N2CCCC2)c1
12480,Nc1c(CCO)cccc1C(=O)c1ccccc1
12481,C#Cc1csc(CO)c1
12482,CC(C)(C)OC(=O)N1CCC(CN(c2ccccc2)S(C)(=O)=O)CC1
12483,Cc1nc(C#Cc2cncc(-c3ccc(Cl)nc3)c2)cs1
12484,CCOC(=O)c1ccc(OCCCN)cc1
12485,CC(C)(C)OC(=O)N1CCc2[nH]c3c(I)cccc3c2C1
12486,CC(C)(C)OC(=O)N1Cc2ncnc(Nc3cnc4ccccc4c3)c2C1
12487,Cc1cc(-c2ccc(CN)cc2)cnc1N
12488,CN(C)C(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
12489,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(N(C(C)=O)C3CC3)c2)s1
12490,CC(C)(C)c1ccc(CCCl)cc1
12491,O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)o1
12492,COc1cc(CO[C@H]2CN(C(=O)OC(C)(C)C)C[C@@H](OC[C@H](O)CO)[C@@H]2c2ccc(OCCCOc3ccccc3[N+](=O)[O-])cc2)cc2ccccc12
12493,COC(=O)c1cccc(-c2c(C#N)c(N)nc(OC)c2C#N)c1
12494,CC(=O)N1C[C@H](O)C[C@@H]1c1nc(-c2ccc(NC(C)C)cc2)c2cnc3[nH]cc(C)c3n12
12495,O=C(c1cc2ncc(Cl)cn2n1)N1CCc2c(cccc2[N+](=O)[O-])C1
12496,CCCCC(CC)COC(=O)CCSc1ccc2c(ccc3nnnn32)c1
12497,Cc1ccc2c(C=O)c[nH]c2c1
12498,O=C(O)c1cc(-c2ccn[nH]2)n[nH]1
12499,CC(=NNc1nc2ccccc2[nH]1)c1ccncn1
12500,CCOC(=O)c1c(Cc2ccccc2)c(I)nn1Cc1ccc(OC)cc1
12501,Cn1c(=O)oc2cc(C(=O)Cc3ccc(Br)cc3Cl)ccc21
12502,O=C(Nc1ccccc1Br)Nc1ccc(Cl)c(S(=O)(=O)N2CCC2)c1O
12503,Cn1cc(-c2c[nH]c3ncc(NC(=O)c4ccc(F)cc4)cc23)cn1
12504,CC(C)(CO)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
12505,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ncnc2c1CCNC2
12506,CSc1ccc(CO)cc1Br
12507,Cc1ccc(-c2oncc2C(=O)N2CCNC(=O)C2)cc1
12508,CCOC(=O)CCCCCCn1c(C)cc2c1CC(C)(C)CC2=O
12509,COC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1
12510,COc1ccc(CNc2cc(C(C)(C)O)cc(C)n2)c(OC)c1
12511,CCOC(=O)C(C)c1ccc(-c2ccc(-c3onc(C)c3CC(F)(F)CCc3ccccc3)cc2)cc1
12512,OC1(C2Cc3cccc(F)c3O2)CCNCC1
12513,CCN(CC)c1ccc(C(=O)Cn2ncc(NC34CC5CC(CC3C5)C4)c(Cl)c2=O)cc1
12514,O=C(O)c1ccc(-c2ncc(Br)s2)s1
12515,COC(=O)c1ccc(OC)cc1OC(C)C
12516,NC(=O)c1sc(Nc2cc(C=O)ccc2[N+](=O)[O-])nc1-c1ccc(C(F)(F)F)cc1
12517,C[Si](C)(C)CCOCn1cc(Cl)c2nc(NC(=O)NC3CCCCC3)cnc21
12518,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)s2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F
12519,C1CC2OCCOC2CN1
12520,Cc1c(N2C[C@@H](N)C(C)(C)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12
12521,O=C(Nc1cccc(NCC2CCCCN2)n1)Nc1csc(-c2ccncc2)n1
12522,CN(C)C(C(=O)O)c1cccc(Br)c1
12523,CN(c1ccccc1CBr)S(C)(=O)=O
12524,CC(C)(C)OC(=O)N1[C@H](Cc2ccccc2F)[C@H](Cc2ncccc2C(=O)NC2CC2)OC1(C)C
12525,COc1cc(OC)c2c(CN)ncc(C(=O)N(C)CCc3ccccn3)c2c1
12526,CN1C(=O)CC[C@@H]1CC#N
12527,COc1cccc(/C=C/C(=O)Nc2cnn(Cc3ccc(C(C)(F)F)o3)c2)c1OC
12528,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCCl)c(OC)cc4cc23)c(C)cc1Cl
12529,Brc1ccc(Cn2cncn2)cc1
12530,C[C@@H]1CCCN1CCOc1ccc(I)cc1
12531,COCC1CCCN1N=C1CCN(c2ccccc2)C1=O
12532,COc1cccc(C(=O)N2CCC(CCO)CC2)c1
12533,NCc1c[nH]c2ccccc12
12534,CCOC(=O)c1sc(-c2ccc(OCC(C)C)c(C#N)c2)nc1C
12535,CC(=O)N1c2ccccc2C(=Nc2ccc3ocnc3c2)CC1C
12536,CNC(=O)[C@H]1CN(c2ccc3c(c2)CCOC(=O)N3C)C(=O)O1
12537,CC(=O)NC(C)(C)c1ccc(CN2CCN(c3nccs3)CC2)cc1
12538,CN(CCCCCC1=C(c2ccc(S(C)(=O)=O)cc2)CCCc2cc(O)ccc21)CCCSCCCC(F)(F)C(F)(F)F
12539,CCCC(=O)NC1Cc2ccc(C3=NNC(=O)CC3)cc2C1
12540,N#Cc1cc(Cl)cc(Oc2c(Cl)ccc(CNC(=O)c3cc4c(Cl)cc(Cl)cc4[nH]3)c2F)c1
12541,Cn1cc2c3c(c(Cl)cc2n1)CCC3=CCN
12542,Cl[C@H]1CCN(Cc2ccccc2)C1
12543,O=C(Nc1nc(-c2ccncc2)cs1)c1ccccc1
12544,c1ccc(CSc2nc(Nc3ccccc3)n[nH]2)cc1
12545,COc1cc(C(=O)N2CCC(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC
12546,COC(=O)CNCc1ncc(C)c(OC)c1C
12547,CNc1cncnc1-c1ccccc1C
12548,Cn1cc(C(=O)O)c2c1-c1nc(N)ncc1CC2
12549,O=C(O[C@H]1C[C@H](c2ccc3c(N[C@H]4CCc5ccccc54)ncnn23)C=C1COCc1ccccc1)c1ccccc1
12550,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
12551,COC(=O)c1cc(-c2ccc(F)cc2)nn1CCCl
12552,O=C[C@@H]1C[C@H]1C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1
12553,COc1ccc(Cn2nc(N3CCC(N(C)C)CC3)c3c(Oc4ccc(N)cc4F)ccnc32)cc1
12554,CC(C)Cc1nc2cc(C(=O)O)ccc2c(=O)[nH]1
12555,CC1(C)OB(c2cnn(CC3CCCC3)c2)OC1(C)C
